2010
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
72,0.009389,0.0211,0.00857,0.018655,0.020856,0.018382
73,0.011978,0.023502,0.010424,0.020384,0.023292,0.020148
74,0.01543,0.026219,0.012897,0.022592,0.026051,0.022395
75,0.019744,0.029771,0.015988,0.024519,0.029641,0.024374
76,0.024921,0.033182,0.019697,0.027014,0.033096,0.026914
77,0.030961,0.037551,0.024024,0.030266,0.0375,0.030202
78,0.037864,0.042452,0.028969,0.033363,0.042428,0.033333
79,0.04563,0.047997,0.034532,0.036834,0.047991,0.036826
80,0.054259,0.054259,0.040715,0.040715,0.054259,0.040715
81,0.061778,0.061778,0.045064,0.045064,0.061778,0.045064
82,0.070213,0.070213,0.049957,0.049957,0.070213,0.049957
83,0.078267,0.078267,0.05547,0.05547,0.078267,0.05547
84,0.088548,0.088548,0.061692,0.061692,0.088548,0.061692
85,0.09829,0.09829,0.069915,0.069915,0.09829,0.069915
86,0.108975,0.108975,0.079321,0.079321,0.108975,0.079321
87,0.122813,0.122813,0.089992,0.089992,0.122813,0.089992
88,0.138289,0.138289,0.100235,0.100235,0.138289,0.100235
89,0.152826,0.152826,0.113221,0.113221,0.152826,0.113221
90,0.171327,0.171327,0.125125,0.125125,0.171327,0.125125
91,0.186611,0.186611,0.137404,0.137404,0.186611,0.137404
92,0.205819,0.205819,0.14977,0.14977,0.205819,0.14977
93,0.222027,0.222027,0.16473,0.16473,0.222027,0.16473
94,0.23821,0.23821,0.176682,0.176682,0.23821,0.176682
95,0.25854,0.25854,0.188,0.188,0.25854,0.188
96,0.274405,0.274405,0.198507,0.198507,0.274405,0.198507
97,0.289819,0.289819,0.21161,0.21161,0.289819,0.21161
98,0.309979,0.309979,0.22017,0.22017,0.309979,0.22017
99,0.324638,0.324638,0.227485,0.227485,0.324638,0.227485
100,0.338745,0.338745,0.233462,0.233462,0.338745,0.233462
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
