2011
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
91,0.185864,0.185864,0.136991,0.136991,0.185864,0.136991
92,0.205202,0.205202,0.14932,0.14932,0.205202,0.14932
93,0.221361,0.221361,0.164401,0.164401,0.221361,0.164401
94,0.237495,0.237495,0.176329,0.176329,0.237495,0.176329
95,0.258023,0.258023,0.187624,0.187624,0.258023,0.187624
96,0.273856,0.273856,0.19811,0.19811,0.273856,0.19811
97,0.289239,0.289239,0.211398,0.211398,0.289239,0.211398
98,0.309669,0.309669,0.21995,0.21995,0.309669,0.21995
99,0.324314,0.324314,0.227257,0.227257,0.324314,0.227257
100,0.338406,0.338406,0.233229,0.233229,0.338406,0.233229
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
