2017
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
63,0.004122,0.007807,0.004292,0.007545,0.007034,0.006738
64,0.004476,0.008639,0.004624,0.00833,0.007954,0.007605
65,0.004823,0.009567,0.004958,0.009189,0.009013,0.008576
66,0.005328,0.010861,0.005287,0.010119,0.010485,0.009693
67,0.005656,0.012024,0.005607,0.011119,0.011712,0.01077
68,0.005776,0.012975,0.005916,0.01221,0.012715,0.01191
69,0.006057,0.014333,0.006209,0.013435,0.014096,0.013165
70,0.006117,0.01545,0.006485,0.014844,0.015207,0.014561
71,0.006925,0.017095,0.007072,0.01608,0.016857,0.015805
72,0.008542,0.018981,0.008246,0.017886,0.018764,0.017625
73,0.010967,0.021143,0.010007,0.019406,0.020958,0.019183
74,0.0142,0.023587,0.012354,0.021508,0.023441,0.021322
75,0.018241,0.026973,0.015288,0.023178,0.026859,0.023044
76,0.023091,0.030063,0.018809,0.025537,0.02999,0.025445
77,0.028749,0.034264,0.022917,0.028814,0.034221,0.028754
78,0.035215,0.039012,0.027612,0.031762,0.038992,0.031734
79,0.04249,0.044421,0.032894,0.035067,0.044416,0.03506
80,0.050573,0.050573,0.038761,0.038761,0.050573,0.038761
81,0.057989,0.057989,0.042902,0.042902,0.057989,0.042902
82,0.066374,0.066374,0.04756,0.04756,0.066374,0.04756
83,0.073988,0.073988,0.052808,0.052808,0.073988,0.052808
84,0.084299,0.084299,0.058732,0.058732,0.084299,0.058732
85,0.093574,0.093574,0.06703,0.06703,0.093574,0.06703
86,0.103746,0.103746,0.076586,0.076586,0.103746,0.076586
87,0.117747,0.117747,0.087502,0.087502,0.117747,0.087502
88,0.133521,0.133521,0.097462,0.097462,0.133521,0.097462
89,0.147557,0.147557,0.110864,0.110864,0.147557,0.110864
90,0.166587,0.166587,0.122521,0.122521,0.166587,0.122521
91,0.181448,0.181448,0.134544,0.134544,0.181448,0.134544
92,0.201536,0.201536,0.146653,0.146653,0.201536,0.146653
93,0.217406,0.217406,0.162438,0.162438,0.217406,0.162438
94,0.233252,0.233252,0.174224,0.174224,0.233252,0.174224
95,0.254942,0.254942,0.185384,0.185384,0.254942,0.185384
96,0.270586,0.270586,0.195744,0.195744,0.270586,0.195744
97,0.285785,0.285785,0.210133,0.210133,0.285785,0.210133
98,0.307815,0.307815,0.218634,0.218634,0.307815,0.218634
99,0.322373,0.322373,0.225897,0.225897,0.322373,0.225897
100,0.336381,0.336381,0.231833,0.231833,0.336381,0.231833
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
