2015
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
61,0.00342,0.006455,0.003687,0.006197,0.005344,0.005144
62,0.003761,0.00711,0.004006,0.006886,0.00614,0.005906
63,0.00424,0.008031,0.004335,0.007621,0.007236,0.006806
64,0.004604,0.008886,0.004671,0.008414,0.008182,0.007681
65,0.004961,0.00984,0.005008,0.009282,0.00927,0.008663
66,0.005469,0.011149,0.00534,0.010221,0.010763,0.00979
67,0.005806,0.012343,0.005664,0.011231,0.012023,0.010879
68,0.005941,0.013346,0.005975,0.012333,0.013079,0.01203
69,0.00623,0.014743,0.006271,0.013571,0.0145,0.013299
70,0.006305,0.015925,0.00655,0.014994,0.015675,0.014708
71,0.007129,0.01762,0.007146,0.016275,0.017375,0.015997
72,0.008776,0.019564,0.008337,0.018102,0.01934,0.017837
73,0.011247,0.021791,0.010124,0.019681,0.021599,0.019454
74,0.014541,0.024311,0.012506,0.021813,0.024159,0.021624
75,0.018659,0.027744,0.015484,0.023554,0.027626,0.023417
76,0.0236,0.030923,0.019058,0.02595,0.030847,0.025856
77,0.029365,0.035173,0.023227,0.029221,0.035128,0.02916
78,0.035953,0.039965,0.027992,0.032212,0.039944,0.032183
79,0.043365,0.045415,0.033353,0.035563,0.04541,0.035555
80,0.051599,0.051599,0.039309,0.039309,0.051599,0.039309
81,0.059047,0.059047,0.043509,0.043509,0.059047,0.043509
82,0.067449,0.067449,0.048233,0.048233,0.067449,0.048233
83,0.075186,0.075186,0.053556,0.053556,0.075186,0.053556
84,0.085491,0.085491,0.059563,0.059563,0.085491,0.059563
85,0.094897,0.094897,0.067842,0.067842,0.094897,0.067842
86,0.105213,0.105213,0.077357,0.077357,0.105213,0.077357
87,0.119173,0.119173,0.088206,0.088206,0.119173,0.088206
88,0.134866,0.134866,0.098247,0.098247,0.134866,0.098247
89,0.149044,0.149044,0.111533,0.111533,0.149044,0.111533
90,0.167928,0.167928,0.123259,0.123259,0.167928,0.123259
91,0.182908,0.182908,0.135355,0.135355,0.182908,0.135355
92,0.202751,0.202751,0.147536,0.147536,0.202751,0.147536
93,0.218717,0.218717,0.163089,0.163089,0.218717,0.163089
94,0.234658,0.234658,0.174923,0.174923,0.234658,0.174923
95,0.255965,0.255965,0.186128,0.186128,0.255965,0.186128
96,0.271672,0.271672,0.19653,0.19653,0.271672,0.19653
97,0.286932,0.286932,0.210554,0.210554,0.286932,0.210554
98,0.308432,0.308432,0.219072,0.219072,0.308432,0.219072
99,0.323018,0.323018,0.22635,0.22635,0.323018,0.22635
100,0.337055,0.337055,0.232297,0.232297,0.337055,0.232297
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
