2012
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
82,0.069094,0.069094,0.04926,0.04926,0.069094,0.04926
83,0.07702,0.07702,0.054696,0.054696,0.07702,0.054696
84,0.087312,0.087312,0.060831,0.060831,0.087312,0.060831
85,0.096919,0.096919,0.069078,0.069078,0.096919,0.069078
86,0.107454,0.107454,0.078529,0.078529,0.107454,0.078529
87,0.121344,0.121344,0.089273,0.089273,0.121344,0.089273
88,0.13691,0.13691,0.099435,0.099435,0.13691,0.099435
89,0.151302,0.151302,0.112543,0.112543,0.151302,0.112543
90,0.16996,0.16996,0.124375,0.124375,0.16996,0.124375
91,0.185121,0.185121,0.13658,0.13658,0.185121,0.13658
92,0.204586,0.204586,0.148872,0.148872,0.204586,0.148872
93,0.220697,0.220697,0.164072,0.164072,0.220697,0.164072
94,0.236783,0.236783,0.175976,0.175976,0.236783,0.175976
95,0.257507,0.257507,0.187249,0.187249,0.257507,0.187249
96,0.273309,0.273309,0.197713,0.197713,0.273309,0.197713
97,0.28866,0.28866,0.211187,0.211187,0.28866,0.211187
98,0.309359,0.309359,0.21973,0.21973,0.309359,0.21973
99,0.323989,0.323989,0.22703,0.22703,0.323989,0.22703
100,0.338068,0.338068,0.232996,0.232996,0.338068,0.232996
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
