2014
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
15,0.000154,0.000154,0.000106,0.000106,0.000154,0.000106
16,0.000163,0.000163,0.000114,0.000114,0.000163,0.000114
17,0.000173,0.000173,0.000122,0.000122,0.000173,0.000122
18,0.000181,0.000181,0.000125,0.000125,0.000181,0.000125
19,0.00019,0.00019,0.000123,0.000123,0.00019,0.000123
20,0.000198,0.000198,0.00012,0.00012,0.000198,0.00012
21,0.000211,0.000211,0.000117,0.000117,0.000211,0.000117
22,0.000223,0.000223,0.000118,0.000118,0.000223,0.000118
23,0.000241,0.000241,0.000123,0.000123,0.000241,0.000123
24,0.000257,0.000257,0.00013,0.00013,0.000257,0.00013
25,0.000281,0.000281,0.000138,0.000138,0.000281,0.000138
26,0.000317,0.000317,0.000151,0.000151,0.000317,0.000151
27,0.00033,0.00033,0.000157,0.000157,0.00033,0.000157
28,0.00034,0.00034,0.000166,0.000166,0.00034,0.000166
29,0.000356,0.000356,0.000175,0.000175,0.000356,0.000175
30,0.000384,0.000384,0.000197,0.000197,0.000384,0.000197
31,0.000431,0.000431,0.000243,0.000243,0.000431,0.000243
32,0.000486,0.000486,0.000277,0.000277,0.000486,0.000277
33,0.000546,0.000546,0.000303,0.000303,0.000546,0.000303
34,0.000607,0.000607,0.000325,0.000325,0.000607,0.000325
35,0.000668,0.000668,0.000345,0.000345,0.000668,0.000345
36,0.000727,0.000727,0.000362,0.000362,0.000727,0.000362
37,0.000782,0.000782,0.000379,0.000379,0.000782,0.000379
38,0.00081,0.00081,0.000397,0.000397,0.00081,0.000397
39,0.000833,0.000833,0.000418,0.000418,0.000833,0.000418
40,0.000855,0.000855,0.000455,0.000455,0.000855,0.000455
41,0.000879,0.000906,0.000499,0.000499,0.000879,0.000499
42,0.000908,0.001008,0.00055,0.00055,0.000909,0.00055
43,0.000943,0.001161,0.000604,0.000604,0.000946,0.000604
44,0.000984,0.001364,0.000664,0.000664,0.000991,0.000664
45,0.001032,0.001618,0.000704,0.00071,0.001045,0.000704
46,0.001074,0.001923,0.000744,0.000802,0.001097,0.000745
47,0.001119,0.002279,0.000783,0.000941,0.001156,0.000787
48,0.001165,0.002686,0.000847,0.001126,0.00122,0.000856
49,0.001213,0.003144,0.000915,0.001357,0.001292,0.000934
50,0.001263,0.003651,0.001019,0.001635,0.001371,0.00105
51,0.001312,0.003695,0.001136,0.001752,0.001431,0.001172
52,0.001363,0.003693,0.001307,0.001969,0.001523,0.001356
53,0.001459,0.003744,0.001504,0.002247,0.001677,0.001574
54,0.001565,0.003793,0.001734,0.002583,0.001852,0.001835
55,0.001737,0.003947,0.002001,0.002983,0.002194,0.002187
56,0.001952,0.004182,0.002315,0.003459,0.00266,0.002642
57,0.002207,0.004496,0.002603,0.003947,0.003072,0.00306
58,0.002504,0.004914,0.002846,0.004429,0.003565,0.00346
59,0.002765,0.005334,0.003112,0.004978,0.004046,0.003926
60,0.003056,0.005841,0.003399,0.005581,0.004625,0.00448
61,0.003472,0.006553,0.003705,0.006228,0.005425,0.00517
62,0.003818,0.007219,0.004026,0.006921,0.006234,0.005936
63,0.0043,0.008145,0.004357,0.007659,0.007338,0.00684
64,0.004669,0.009012,0.004694,0.008456,0.008298,0.00772
65,0.005032,0.00998,0.005033,0.009329,0.009402,0.008707
66,0.005542,0.011296,0.005367,0.010273,0.010905,0.00984
67,0.005883,0.012505,0.005692,0.011287,0.012181,0.010933
68,0.006025,0.013536,0.006005,0.012395,0.013265,0.01209
69,0.006318,0.014953,0.006303,0.013639,0.014706,0.013365
70,0.006401,0.016167,0.006583,0.015069,0.015913,0.014781
71,0.007232,0.017888,0.007183,0.016373,0.017639,0.016093
72,0.008895,0.019862,0.008383,0.018212,0.019634,0.017946
73,0.011389,0.022123,0.010183,0.01982,0.021928,0.019592
74,0.014714,0.024681,0.012583,0.021966,0.024526,0.021776
75,0.01887,0.028138,0.015583,0.023743,0.028018,0.023604
76,0.023858,0.031362,0.019183,0.02616,0.031284,0.026065
77,0.029677,0.035636,0.023384,0.029427,0.03559,0.029365
78,0.036327,0.040451,0.028185,0.032439,0.04043,0.03241
79,0.043808,0.04592,0.033586,0.035813,0.045915,0.035805
80,0.052121,0.052121,0.039587,0.039587,0.052121,0.039587
81,0.059584,0.059584,0.043815,0.043815,0.059584,0.043815
82,0.067993,0.067993,0.048573,0.048573,0.067993,0.048573
83,0.075792,0.075792,0.053933,0.053933,0.075792,0.053933
84,0.086094,0.086094,0.059983,0.059983,0.086094,0.059983
85,0.095566,0.095566,0.068252,0.068252,0.095566,0.068252
86,0.105955,0.105955,0.077746,0.077746,0.105955,0.077746
87,0.119892,0.119892,0.08856,0.08856,0.119892,0.08856
88,0.135544,0.135544,0.098641,0.098641,0.135544,0.098641
89,0.149793,0.149793,0.111868,0.111868,0.149793,0.111868
90,0.168603,0.168603,0.12363,0.12363,0.168603,0.12363
91,0.183643,0.183643,0.135762,0.135762,0.183643,0.135762
92,0.203361,0.203361,0.14798,0.14798,0.203361,0.14798
93,0.219375,0.219375,0.163416,0.163416,0.219375,0.163416
94,0.235364,0.235364,0.175273,0.175273,0.235364,0.175273
95,0.256478,0.256478,0.186501,0.186501,0.256478,0.186501
96,0.272216,0.272216,0.196923,0.196923,0.272216,0.196923
97,0.287507,0.287507,0.210765,0.210765,0.287507,0.210765
98,0.308741,0.308741,0.219291,0.219291,0.308741,0.219291
99,0.323342,0.323342,0.226576,0.226576,0.323342,0.226576
100,0.337392,0.337392,0.23253,0.23253,0.337392,0.23253
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
