2009
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
74,0.015613,0.026618,0.012978,0.022752,0.026446,0.022554
75,0.019968,0.030193,0.016092,0.024716,0.03006,0.024569
76,0.025194,0.033653,0.019829,0.027232,0.033565,0.027131
77,0.031291,0.038045,0.024188,0.030479,0.037992,0.030415
78,0.038259,0.042968,0.02917,0.033598,0.042944,0.033568
79,0.046098,0.048531,0.034775,0.037094,0.048525,0.037086
80,0.054807,0.054807,0.041002,0.041002,0.054807,0.041002
81,0.062339,0.062339,0.045382,0.045382,0.062339,0.045382
82,0.070779,0.070779,0.05031,0.05031,0.070779,0.05031
83,0.078898,0.078898,0.055861,0.055861,0.078898,0.055861
84,0.089172,0.089172,0.062127,0.062127,0.089172,0.062127
85,0.098983,0.098983,0.070337,0.070337,0.098983,0.070337
86,0.109743,0.109743,0.079719,0.079719,0.109743,0.079719
87,0.123554,0.123554,0.090353,0.090353,0.123554,0.090353
88,0.138984,0.138984,0.100638,0.100638,0.138984,0.100638
89,0.153594,0.153594,0.113562,0.113562,0.153594,0.113562
90,0.172016,0.172016,0.125502,0.125502,0.172016,0.125502
91,0.18736,0.18736,0.137817,0.137817,0.18736,0.137817
92,0.206439,0.206439,0.15022,0.15022,0.206439,0.15022
93,0.222695,0.222695,0.16506,0.16506,0.222695,0.16506
94,0.238927,0.238927,0.177036,0.177036,0.238927,0.177036
95,0.259058,0.259058,0.188377,0.188377,0.259058,0.188377
96,0.274955,0.274955,0.198905,0.198905,0.274955,0.198905
97,0.290399,0.290399,0.211822,0.211822,0.290399,0.211822
98,0.310289,0.310289,0.220391,0.220391,0.310289,0.220391
99,0.324963,0.324963,0.227712,0.227712,0.324963,0.227712
100,0.339084,0.339084,0.233696,0.233696,0.339084,0.233696
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
