2013
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
15,0.000157,0.000157,0.000108,0.000108,0.000157,0.000108
16,0.000166,0.000166,0.000116,0.000116,0.000166,0.000116
17,0.000176,0.000176,0.000124,0.000124,0.000176,0.000124
18,0.000185,0.000185,0.000127,0.000127,0.000185,0.000127
19,0.000193,0.000193,0.000124,0.000124,0.000193,0.000124
20,0.000202,0.000202,0.000122,0.000122,0.000202,0.000122
21,0.000215,0.000215,0.000119,0.000119,0.000215,0.000119
22,0.000226,0.000226,0.00012,0.00012,0.000226,0.00012
23,0.000244,0.000244,0.000125,0.000125,0.000244,0.000125
24,0.000261,0.000261,0.000132,0.000132,0.000261,0.000132
25,0.000284,0.000284,0.000139,0.000139,0.000284,0.000139
26,0.000319,0.000319,0.000153,0.000153,0.000319,0.000153
27,0.000332,0.000332,0.000159,0.000159,0.000332,0.000159
28,0.000342,0.000342,0.000168,0.000168,0.000342,0.000168
29,0.000358,0.000358,0.000177,0.000177,0.000358,0.000177
30,0.000386,0.000386,0.000199,0.000199,0.000386,0.000199
31,0.000434,0.000434,0.000245,0.000245,0.000434,0.000245
32,0.000488,0.000488,0.00028,0.00028,0.000488,0.00028
33,0.000548,0.000548,0.000306,0.000306,0.000548,0.000306
34,0.00061,0.00061,0.000328,0.000328,0.00061,0.000328
35,0.000672,0.000672,0.000348,0.000348,0.000672,0.000348
36,0.000731,0.000731,0.000367,0.000367,0.000731,0.000367
37,0.000786,0.000786,0.000384,0.000384,0.000786,0.000384
38,0.000815,0.000815,0.000403,0.000403,0.000815,0.000403
39,0.000839,0.000839,0.000424,0.000424,0.000839,0.000424
40,0.000862,0.000862,0.000462,0.000462,0.000862,0.000462
41,0.000887,0.000914,0.000507,0.000507,0.000887,0.000507
42,0.000917,0.001018,0.000558,0.000558,0.000918,0.000558
43,0.000953,0.001174,0.000614,0.000614,0.000956,0.000614
44,0.000996,0.001382,0.000674,0.000674,0.001003,0.000674
45,0.001045,0.001642,0.000716,0.000721,0.001058,0.000716
46,0.001089,0.001954,0.000757,0.000815,0.001113,0.000758
47,0.001136,0.002317,0.000797,0.000956,0.001173,0.000801
48,0.001184,0.002732,0.000862,0.001145,0.00124,0.000871
49,0.001234,0.003199,0.000932,0.001381,0.001314,0.000951
50,0.001286,0.003718,0.001037,0.001664,0.001396,0.001068
51,0.001337,0.003767,0.001155,0.001781,0.001458,0.001192
52,0.00139,0.003768,0.001325,0.001997,0.001553,0.001375
53,0.001489,0.00382,0.001523,0.002274,0.001711,0.001594
54,0.001597,0.00387,0.001752,0.002609,0.00189,0.001854
55,0.00177,0.004023,0.002017,0.003007,0.002235,0.002205
56,0.001988,0.004259,0.002329,0.00348,0.002709,0.002658
57,0.002245,0.004573,0.002616,0.003967,0.003125,0.003076
58,0.002544,0.004994,0.00286,0.004452,0.003622,0.003477
59,0.00281,0.005421,0.003128,0.005003,0.004112,0.003946
60,0.003105,0.005936,0.003416,0.005609,0.0047,0.004502
61,0.003525,0.006653,0.003724,0.006259,0.005508,0.005196
62,0.003876,0.007329,0.004046,0.006956,0.006329,0.005966
63,0.004361,0.00826,0.004379,0.007697,0.007442,0.006874
64,0.004736,0.00914,0.004718,0.008499,0.008416,0.007759
65,0.005103,0.010122,0.005059,0.009375,0.009536,0.00875
66,0.005615,0.011444,0.005394,0.010324,0.011048,0.009889
67,0.00596,0.01267,0.005721,0.011344,0.012341,0.010988
68,0.006111,0.013728,0.006036,0.012457,0.013453,0.012151
69,0.006408,0.015165,0.006335,0.013708,0.014915,0.013433
70,0.006499,0.016413,0.006616,0.015145,0.016155,0.014856
71,0.007338,0.018161,0.007221,0.016472,0.017908,0.01619
72,0.009016,0.020164,0.00843,0.018322,0.019932,0.018054
73,0.011533,0.02246,0.010244,0.019959,0.022261,0.019729
74,0.014889,0.025057,0.012662,0.022121,0.024898,0.021929
75,0.019084,0.028538,0.015685,0.023935,0.028415,0.023795
76,0.024118,0.031808,0.019312,0.026371,0.031728,0.026275
77,0.029991,0.036105,0.023544,0.029635,0.036057,0.029573
78,0.036703,0.040942,0.02838,0.032667,0.04092,0.032638
79,0.044254,0.046431,0.033821,0.036066,0.046425,0.036058
80,0.052647,0.052647,0.039866,0.039866,0.052647,0.039866
81,0.060125,0.060125,0.044124,0.044124,0.060125,0.044124
82,0.068542,0.068542,0.048916,0.048916,0.068542,0.048916
83,0.076403,0.076403,0.054313,0.054313,0.076403,0.054313
84,0.086701,0.086701,0.060405,0.060405,0.086701,0.060405
85,0.09624,0.09624,0.068664,0.068664,0.09624,0.068664
86,0.106702,0.106702,0.078137,0.078137,0.106702,0.078137
87,0.120616,0.120616,0.088916,0.088916,0.120616,0.088916
88,0.136225,0.136225,0.099037,0.099037,0.136225,0.099037
89,0.150545,0.150545,0.112205,0.112205,0.150545,0.112205
90,0.16928,0.16928,0.124002,0.124002,0.16928,0.124002
91,0.18438,0.18438,0.136171,0.136171,0.18438,0.136171
92,0.203973,0.203973,0.148426,0.148426,0.203973,0.148426
93,0.220035,0.220035,0.163744,0.163744,0.220035,0.163744
94,0.236072,0.236072,0.175624,0.175624,0.236072,0.175624
95,0.256992,0.256992,0.186875,0.186875,0.256992,0.186875
96,0.272762,0.272762,0.197318,0.197318,0.272762,0.197318
97,0.288083,0.288083,0.210976,0.210976,0.288083,0.210976
98,0.30905,0.30905,0.21951,0.21951,0.30905,0.21951
99,0.323665,0.323665,0.226803,0.226803,0.323665,0.226803
100,0.33773,0.33773,0.232763,0.232763,0.33773,0.232763
101,0.358628,0.358628,0.244834,0.244834,0.358628,0.244834
102,0.371685,0.371685,0.254498,0.254498,0.371685,0.254498
103,0.38304,0.38304,0.266044,0.266044,0.38304,0.266044
104,0.392003,0.392003,0.279055,0.279055,0.392003,0.279055
105,0.397886,0.397886,0.293116,0.293116,0.397886,0.293116
106,0.4,0.4,0.307811,0.307811,0.4,0.307811
107,0.4,0.4,0.322725,0.322725,0.4,0.322725
108,0.4,0.4,0.337441,0.337441,0.4,0.337441
109,0.4,0.4,0.351544,0.351544,0.4,0.351544
110,0.4,0.4,0.364617,0.364617,0.4,0.364617
111,0.4,0.4,0.376246,0.376246,0.4,0.376246
112,0.4,0.4,0.386015,0.386015,0.4,0.386015
113,0.4,0.4,0.393507,0.393507,0.4,0.393507
114,0.4,0.4,0.398308,0.398308,0.4,0.398308
115,0.4,0.4,0.4,0.4,0.4,0.4
116,0.4,0.4,0.4,0.4,0.4,0.4
117,0.4,0.4,0.4,0.4,0.4,0.4
118,0.4,0.4,0.4,0.4,0.4,0.4
119,0.4,0.4,0.4,0.4,0.4,0.4
120,1,1,1,1,1,1
